"","files","authors","commits","days","conflicts","complex","bic"
"16625",753,19,211,59,8,"TRUE","FALSE"
"16629",266,2,2,2,7,"TRUE","FALSE"
"16635",1253,9,107,12,2,"TRUE","FALSE"
"16646",554,11,94,29,1,"TRUE","FALSE"
"16659",897,13,131,29,2,"TRUE","FALSE"
"16673",57,7,33,8,1,"TRUE","FALSE"
"16705",221,7,11,12,1,"TRUE","FALSE"
"16706",895,6,61,6,2,"TRUE","FALSE"
"16725",18,5,13,6,1,"FALSE","FALSE"
"16734",135,6,51,6,3,"TRUE","FALSE"
"16736",24,4,9,1,3,"FALSE","FALSE"
"16737",18,5,9,1,3,"FALSE","FALSE"
"16738",3211,12,97,39,131,"TRUE","FALSE"
"16758",1086,6,60,5,6,"TRUE","TRUE"
"16763",2,2,2,0,1,"FALSE","FALSE"
"16775",289,24,116,25,1,"TRUE","TRUE"
"16799",15,7,9,40,2,"FALSE","FALSE"
"16810",267,8,50,7,4,"TRUE","TRUE"
"16818",25,5,8,29,1,"FALSE","FALSE"
"16819",561,12,278,412,104,"TRUE","FALSE"
"16879",109,7,8,34,2,"TRUE","TRUE"
"16897",108,20,155,67,3,"TRUE","FALSE"
"16904",56,6,21,22,2,"TRUE","FALSE"
"16912",252,8,40,170,1,"TRUE","FALSE"
"16921",1955,12,185,400,92,"TRUE","FALSE"
"16922",86,17,143,50,1,"TRUE","FALSE"
"16932",230,5,23,155,1,"TRUE","FALSE"
"16934",28,5,21,34,1,"FALSE","FALSE"
"16973",250,15,114,127,13,"TRUE","FALSE"
"16982",95,16,80,112,1,"TRUE","FALSE"
"16988",118,5,18,70,2,"TRUE","FALSE"
"16997",112,21,145,121,3,"TRUE","FALSE"
"17011",73,16,71,110,3,"TRUE","FALSE"
"17070",318,23,211,153,10,"TRUE","FALSE"
"17081",33,3,7,8,1,"FALSE","FALSE"
"17088",46,2,2,12,1,"FALSE","FALSE"
"17089",46,3,16,34,4,"TRUE","FALSE"
"17093",234,18,363,97,3,"TRUE","FALSE"
"17096",58,3,23,26,5,"TRUE","FALSE"
"17109",7,3,4,2,1,"FALSE","FALSE"
"17115",35,3,32,7,2,"FALSE","FALSE"
"17121",79,8,56,16,2,"TRUE","TRUE"
"17142",145,10,105,27,13,"TRUE","FALSE"
"17157",83,12,77,22,2,"TRUE","FALSE"
"17158",5,2,12,8,1,"FALSE","FALSE"
"17163",28,3,23,2,2,"FALSE","TRUE"
"17171",62,3,26,35,4,"TRUE","FALSE"
"17172",47,5,32,39,4,"TRUE","FALSE"
"17177",78,5,40,20,3,"TRUE","FALSE"
"17184",63,3,4,5,2,"TRUE","FALSE"
"17198",31,3,33,0,1,"FALSE","FALSE"
"17207",6,2,2,5,1,"FALSE","FALSE"
"17222",59,6,10,25,1,"TRUE","FALSE"
"17239",41,3,14,13,2,"TRUE","FALSE"
"17243",33,3,7,8,1,"FALSE","FALSE"
"17253",50,7,62,8,2,"TRUE","FALSE"
"17254",106,6,55,4,2,"TRUE","FALSE"
"17255",92,2,53,5,2,"TRUE","FALSE"
"17261",113,3,12,1,7,"TRUE","FALSE"
"17264",57,5,25,7,1,"TRUE","FALSE"
"17284",25,4,18,5,1,"FALSE","FALSE"
"17285",30,3,22,8,2,"FALSE","FALSE"
"17289",49,3,24,8,2,"TRUE","FALSE"
"17290",132,3,49,42,7,"TRUE","FALSE"
"17297",82,6,43,6,2,"TRUE","FALSE"
"17300",30,3,14,18,1,"FALSE","FALSE"
"17301",29,4,12,2,1,"FALSE","FALSE"
"17302",117,3,10,20,33,"TRUE","FALSE"
"17304",5,3,3,3,1,"FALSE","FALSE"
"17307",67,2,13,13,9,"TRUE","FALSE"
"17315",82,5,40,5,1,"TRUE","FALSE"
"17320",161,13,218,41,6,"TRUE","FALSE"
"17353",123,15,112,60,1,"TRUE","FALSE"
"17364",32,3,15,5,3,"TRUE","FALSE"
"17389",17,2,2,5,1,"FALSE","FALSE"
"17393",24,2,21,2,1,"FALSE","FALSE"
"17397",36,5,40,11,3,"TRUE","FALSE"
"17398",55,9,57,16,1,"TRUE","FALSE"
"17408",24,3,9,21,2,"FALSE","FALSE"
"17410",32,3,10,40,1,"FALSE","FALSE"
"17415",114,6,26,9,2,"TRUE","FALSE"
"17447",191,6,36,1,12,"TRUE","TRUE"
"17456",196,3,36,1,2,"TRUE","TRUE"
"17469",190,6,32,1,2,"TRUE","TRUE"
"17484",199,4,12,4,2,"TRUE","TRUE"
"17490",950,12,116,25,43,"TRUE","TRUE"
"17498",232,3,28,2,2,"TRUE","TRUE"
"17504",33,7,46,4,2,"TRUE","FALSE"
"17522",203,28,268,28,5,"TRUE","FALSE"
"17528",2325,29,195,20,2,"TRUE","FALSE"
"17536",68,3,44,4,1,"TRUE","FALSE"
"17537",90,26,178,20,2,"TRUE","TRUE"
"17543",218,25,226,57,6,"TRUE","FALSE"
"17555",76,7,33,11,3,"TRUE","FALSE"
"17579",5,4,6,2,1,"FALSE","FALSE"
"17591",18,2,3,141,1,"FALSE","FALSE"
"17610",212,36,329,44,1,"TRUE","FALSE"
"17617",196,11,76,14,11,"TRUE","FALSE"
"17638",366,23,133,34,1,"TRUE","FALSE"
"17645",131,40,438,82,1,"FALSE","FALSE"
"17695",214,24,234,57,2,"TRUE","FALSE"
"17703",186,16,123,8,1,"TRUE","FALSE"
"17724",543,54,575,80,2,"TRUE","FALSE"
"17732",221,21,167,29,5,"TRUE","FALSE"
"17775",105,29,214,44,1,"TRUE","FALSE"
"17815",103,16,62,7,1,"FALSE","FALSE"
"17817",369,8,23,3,49,"TRUE","FALSE"
"17818",23,5,19,7,1,"FALSE","FALSE"
"17820",238,73,882,149,1,"FALSE","FALSE"
"17835",217,12,152,57,1,"TRUE","FALSE"
"17856",17,7,29,7,1,"FALSE","FALSE"
"17863",62,3,28,3,6,"TRUE","FALSE"
"17874",109,18,241,37,2,"TRUE","FALSE"
"17908",111,15,106,16,1,"FALSE","FALSE"
"17915",237,20,165,46,1,"TRUE","FALSE"
"17918",242,21,332,45,1,"TRUE","FALSE"
"17924",141,23,213,17,4,"TRUE","FALSE"
"17932",75,9,77,26,1,"TRUE","FALSE"
"17944",68,8,32,11,1,"TRUE","FALSE"
"17952",17,4,23,8,1,"FALSE","FALSE"
"17977",68,4,23,2,5,"TRUE","FALSE"
"18051",86,23,275,28,1,"FALSE","FALSE"
"18060",108,31,250,2,1,"FALSE","FALSE"
"18082",49,6,31,2,1,"TRUE","FALSE"
"18084",41,6,12,2,1,"FALSE","FALSE"
"18097",5,4,6,2,1,"FALSE","FALSE"
"18103",26,4,43,3,1,"FALSE","FALSE"
"18121",57,8,70,5,1,"FALSE","FALSE"
"18126",37,12,54,21,1,"FALSE","FALSE"
"18140",61,3,59,1,1,"TRUE","FALSE"
"18160",80,6,41,2,4,"TRUE","FALSE"
"18162",21,5,11,6,1,"FALSE","FALSE"
"18171",260,70,898,144,1,"TRUE","FALSE"
"18173",22,10,61,22,1,"FALSE","FALSE"
"18182",80,2,14,4,1,"TRUE","FALSE"
"18183",221,36,162,1,1,"TRUE","FALSE"
"18196",39,4,28,3,2,"TRUE","FALSE"
"18206",135,26,254,58,1,"FALSE","FALSE"
"18229",181,8,45,2,3,"TRUE","FALSE"
"18235",603,7,117,160,1,"TRUE","FALSE"
"18242",734,96,1462,256,1,"TRUE","FALSE"
"18250",122,15,68,11,1,"TRUE","FALSE"
"18262",35,13,56,11,1,"FALSE","FALSE"
"18264",43,4,57,18,3,"TRUE","FALSE"
"18284",71,13,67,6,1,"FALSE","FALSE"
"18320",85,11,35,3,1,"TRUE","FALSE"
"18326",175,15,105,20,1,"TRUE","FALSE"
"18331",60,7,50,13,1,"FALSE","FALSE"
"18348",36,6,25,6,1,"TRUE","FALSE"
"18362",121,5,195,27,3,"TRUE","FALSE"
"18389",53,20,100,30,4,"TRUE","FALSE"
"18397",230,29,197,36,14,"TRUE","FALSE"
"18398",45,11,76,12,2,"FALSE","FALSE"
"18400",54,3,30,2,2,"TRUE","FALSE"
"18401",77,4,17,2,1,"TRUE","FALSE"
"18403",68,25,139,18,2,"TRUE","FALSE"
"18404",482,27,245,63,1,"TRUE","FALSE"
"18411",148,16,188,17,6,"TRUE","FALSE"
"18422",49,5,28,4,2,"TRUE","FALSE"
"18423",90,13,146,21,1,"TRUE","FALSE"
"18424",85,11,36,3,1,"TRUE","FALSE"
"18429",188,15,110,14,2,"TRUE","FALSE"
"18431",57,6,101,56,1,"TRUE","FALSE"
"18433",14,3,12,68,1,"FALSE","FALSE"
"18453",71,17,99,32,3,"TRUE","FALSE"
"18457",241,17,147,24,6,"TRUE","FALSE"
"18477",10,3,3,43,3,"FALSE","FALSE"
"18478",508,67,860,137,15,"TRUE","FALSE"
"18506",76,2,99,17,2,"TRUE","FALSE"
"18507",68,10,44,12,1,"TRUE","FALSE"
"18510",7,2,11,60,1,"FALSE","FALSE"
"18514",403,20,168,19,1,"TRUE","FALSE"
"18522",70,13,88,17,1,"TRUE","FALSE"
"18523",12,4,10,0,1,"FALSE","FALSE"
"18525",91,15,54,10,2,"TRUE","FALSE"
"18527",243,12,141,12,10,"TRUE","FALSE"
"18534",364,18,138,11,8,"TRUE","FALSE"
"18541",68,15,66,13,1,"TRUE","FALSE"
"18563",180,12,37,10,3,"TRUE","FALSE"
"18566",55,9,49,6,2,"TRUE","FALSE"
"18575",81,6,26,2,3,"TRUE","FALSE"
"18584",268,35,368,33,1,"TRUE","FALSE"
"18588",73,8,43,2,6,"TRUE","FALSE"
"18603",8,4,8,3,1,"FALSE","FALSE"
"18606",1091,27,365,219,1,"TRUE","FALSE"
"18614",8,5,13,1,1,"FALSE","FALSE"
"18616",48,3,18,1,2,"TRUE","FALSE"
"18618",55,19,74,34,1,"TRUE","FALSE"
"18635",461,30,283,68,11,"TRUE","FALSE"
"18645",124,21,93,15,3,"TRUE","FALSE"
"18646",354,24,339,64,1,"TRUE","FALSE"
"18666",98,20,114,9,1,"TRUE","FALSE"
"18668",20,10,39,42,2,"FALSE","FALSE"
"18704",144,3,7,1,1,"TRUE","FALSE"
"18737",121,24,166,14,1,"TRUE","FALSE"
"18739",102,11,128,12,2,"TRUE","FALSE"
"18763",9,2,4,6,1,"FALSE","FALSE"
"18768",163,8,37,7,1,"TRUE","FALSE"
"18771",81,11,58,20,1,"TRUE","FALSE"
"18793",51,13,44,14,2,"TRUE","FALSE"
"18830",44,2,12,5,1,"TRUE","FALSE"
"18831",160,4,15,1,4,"TRUE","FALSE"
"18834",69,17,213,7,2,"TRUE","FALSE"
"18838",17,3,7,0,1,"FALSE","FALSE"
"18846",69,7,49,12,2,"TRUE","FALSE"
"18869",482,21,168,30,1,"TRUE","FALSE"
"18870",57,22,137,37,1,"FALSE","FALSE"
"18872",527,64,726,171,6,"TRUE","FALSE"
"18885",206,22,147,12,9,"TRUE","FALSE"
"18892",240,16,217,21,10,"TRUE","FALSE"
"18896",140,8,85,14,14,"TRUE","FALSE"
"18907",15,7,25,1,1,"FALSE","FALSE"
"18922",32,3,33,3,2,"FALSE","FALSE"
"18923",77,4,95,14,1,"TRUE","FALSE"
"18951",25,12,45,14,1,"FALSE","FALSE"
"18954",258,24,214,30,1,"TRUE","FALSE"
"18955",88,6,91,22,3,"TRUE","FALSE"
"19006",148,18,86,13,16,"TRUE","FALSE"
"19010",174,6,17,1,10,"TRUE","FALSE"
"19012",39,2,17,7,1,"FALSE","FALSE"
"19039",586,2,11,11,5,"TRUE","FALSE"
"19043",32,2,25,6,4,"FALSE","FALSE"
"19055",5,2,4,6,1,"FALSE","FALSE"
"19077",9,5,7,6,1,"FALSE","TRUE"
"19080",1793,3,24,5,2,"TRUE","TRUE"
"19088",148,18,86,13,16,"TRUE","FALSE"
"19102",79,14,67,15,1,"TRUE","FALSE"
"19110",87,3,115,11,1,"TRUE","FALSE"
"19118",95,28,191,21,1,"TRUE","FALSE"
"19158",44,2,22,2,1,"TRUE","FALSE"
"19168",77,5,90,2,3,"TRUE","FALSE"
"19178",99,22,132,60,2,"FALSE","FALSE"
"19205",8,3,13,29,1,"FALSE","FALSE"
"19207",11,4,19,8,1,"FALSE","FALSE"
"19220",89,2,59,2,1,"TRUE","FALSE"
"19253",77,6,19,8,2,"TRUE","FALSE"
"19254",93,16,94,5,1,"TRUE","FALSE"
"19267",18,5,18,26,1,"FALSE","FALSE"
"19273",26,7,31,119,1,"FALSE","FALSE"
"19291",13,5,19,7,1,"FALSE","FALSE"
"19300",150,10,56,20,1,"TRUE","FALSE"
"19305",213,13,106,6,1,"TRUE","FALSE"
"19314",114,13,140,9,5,"TRUE","FALSE"
"19327",37,13,62,12,1,"FALSE","FALSE"
"19330",30,4,7,3,1,"FALSE","FALSE"
"19340",37,7,30,3,1,"TRUE","FALSE"
"19342",24,10,45,26,1,"FALSE","FALSE"
"19343",63,11,49,8,1,"TRUE","FALSE"
"19348",131,40,435,79,1,"FALSE","FALSE"
"19358",37,7,35,2,1,"TRUE","FALSE"
"19373",34,13,64,12,1,"FALSE","FALSE"
"19378",93,10,45,5,1,"TRUE","FALSE"
"19384",99,21,122,25,2,"TRUE","FALSE"
"19403",88,14,122,19,2,"TRUE","FALSE"
"19408",25,3,14,9,1,"FALSE","FALSE"
"19420",67,9,55,5,1,"TRUE","FALSE"
"19427",396,31,276,45,1,"TRUE","FALSE"
"19444",227,15,125,13,1,"TRUE","FALSE"
"19462",42,7,76,7,1,"TRUE","FALSE"
"19465",202,53,641,115,2,"TRUE","FALSE"
"19470",106,14,60,17,3,"TRUE","TRUE"
"19491",145,28,234,94,2,"TRUE","FALSE"
"19511",48,5,53,14,1,"FALSE","FALSE"
"19519",145,14,80,14,2,"TRUE","FALSE"
"19545",2293,22,124,6,1,"TRUE","FALSE"
"19559",34,5,39,19,1,"FALSE","FALSE"
"19562",37,17,89,11,1,"FALSE","FALSE"
"19564",132,12,56,12,1,"FALSE","FALSE"
"19572",46,11,54,21,1,"FALSE","FALSE"
"19588",44,5,17,9,2,"TRUE","FALSE"
"19609",124,12,50,3,12,"TRUE","FALSE"
"19624",96,24,172,27,1,"FALSE","FALSE"
"19626",31,5,20,3,1,"FALSE","FALSE"
"19654",40,6,36,5,1,"FALSE","FALSE"
"19657",796,86,1256,181,2,"TRUE","FALSE"
"19666",62,16,117,26,1,"TRUE","FALSE"
"19674",454,55,755,133,6,"TRUE","FALSE"
"19677",256,19,176,19,3,"TRUE","FALSE"
"19688",262,19,500,173,10,"TRUE","FALSE"
"19697",61,15,118,27,1,"TRUE","FALSE"
"19703",125,12,92,5,1,"TRUE","FALSE"
"19706",73,5,38,2,2,"TRUE","FALSE"
"19707",71,7,34,5,2,"TRUE","FALSE"
"19712",204,16,141,24,1,"FALSE","FALSE"
"19724",14,4,17,3,1,"FALSE","FALSE"
"19740",40,4,22,8,1,"TRUE","FALSE"
"19753",32,4,37,9,1,"FALSE","FALSE"
"19769",13,2,13,1,1,"FALSE","FALSE"
"19783",39,8,21,8,2,"TRUE","FALSE"
"19789",96,18,69,17,2,"TRUE","FALSE"
"19800",64,4,49,23,1,"TRUE","FALSE"
"19817",21,3,24,1,1,"FALSE","FALSE"
"19826",46,4,38,32,1,"TRUE","FALSE"
"19852",73,3,62,0,1,"FALSE","FALSE"
"19855",108,18,155,14,1,"TRUE","FALSE"
"19858",100,13,76,6,1,"TRUE","FALSE"
"19866",4,3,6,25,1,"FALSE","FALSE"
"19891",68,11,112,52,1,"TRUE","FALSE"
"19896",134,39,412,56,1,"TRUE","FALSE"
"19900",4,3,7,0,1,"FALSE","FALSE"
"19906",207,22,144,34,2,"TRUE","FALSE"
"19929",1142,112,1923,292,1,"TRUE","FALSE"
"19951",256,18,170,22,4,"TRUE","FALSE"
"19953",60,3,58,4,1,"TRUE","FALSE"
"19976",325,27,171,47,1,"TRUE","FALSE"
"19980",37,11,61,21,1,"TRUE","FALSE"
"19987",114,16,77,7,1,"TRUE","FALSE"
"19993",47,7,56,6,7,"TRUE","FALSE"
"20012",330,21,120,11,1,"TRUE","FALSE"
"20020",4,2,2,0,1,"FALSE","FALSE"
"20048",9,6,15,3,1,"FALSE","FALSE"
"20064",90,25,225,49,1,"FALSE","FALSE"
"20074",75,13,70,11,2,"TRUE","FALSE"
"20092",34,3,9,6,1,"FALSE","FALSE"
"20095",37,9,35,2,1,"TRUE","FALSE"
"20115",186,7,58,1,5,"TRUE","FALSE"
"20123",43,6,44,4,2,"TRUE","FALSE"
"20137",12,2,5,13,2,"FALSE","FALSE"
"20140",107,4,121,6,1,"TRUE","FALSE"
"20142",59,14,48,4,1,"FALSE","FALSE"
"20143",221,25,189,46,1,"FALSE","FALSE"
"20148",67,25,90,18,1,"TRUE","FALSE"
"20155",115,21,105,15,1,"TRUE","FALSE"
"20161",69,16,47,17,1,"FALSE","FALSE"
"20169",94,15,77,7,3,"TRUE","FALSE"
"20182",443,32,260,90,1,"TRUE","FALSE"
"20192",231,7,46,38,2,"TRUE","FALSE"
"20202",512,7,146,58,52,"TRUE","FALSE"
"20214",150,4,52,164,47,"TRUE","FALSE"
"20227",4,2,2,11,1,"FALSE","FALSE"
"20234",4,2,2,1,1,"FALSE","FALSE"
"20243",474,7,147,14,9,"TRUE","FALSE"
"20246",144,5,45,42,2,"TRUE","FALSE"
"20291",7,3,12,3,1,"FALSE","FALSE"
"20306",133,2,25,6,51,"TRUE","FALSE"
"20321",1322,13,176,63,1,"TRUE","FALSE"
"20355",110,2,12,19,53,"TRUE","FALSE"
"20366",1,2,4,0,1,"FALSE","TRUE"
"20367",2,2,4,0,1,"FALSE","TRUE"
"20373",176,6,42,8,2,"TRUE","FALSE"
"20374",3749,16,389,414,3,"TRUE","FALSE"
"20383",924,10,154,68,2,"TRUE","FALSE"
"20387",42,9,45,111,1,"FALSE","FALSE"
"20398",83,5,34,18,1,"TRUE","FALSE"
"20401",199,8,195,133,1,"TRUE","FALSE"
"20402",31,2,38,16,1,"FALSE","FALSE"
"20407",230,6,42,96,52,"TRUE","FALSE"
"20412",274,14,184,55,1,"TRUE","FALSE"
"20418",38,2,14,3,1,"TRUE","FALSE"
"20420",134,6,26,78,53,"TRUE","FALSE"
"20440",4,2,2,11,1,"FALSE","FALSE"
"20441",177,17,189,53,6,"TRUE","TRUE"
"20472",78,2,29,7,6,"TRUE","FALSE"
"20473",176,5,141,106,1,"TRUE","FALSE"
"20483",89,9,60,44,1,"TRUE","FALSE"
"20493",3865,9,151,143,53,"TRUE","FALSE"
"20494",134,4,86,63,1,"TRUE","FALSE"
"20503",72,7,62,48,1,"TRUE","FALSE"
"20509",1027,9,113,175,53,"TRUE","FALSE"
"20513",89,9,60,44,1,"TRUE","FALSE"
"20538",48,3,28,4,1,"TRUE","FALSE"
"20545",99,5,39,40,3,"TRUE","TRUE"
"20555",5,3,7,1,1,"FALSE","FALSE"
"20564",18,2,7,10,1,"FALSE","FALSE"
"20568",113,5,29,4,1,"TRUE","FALSE"
"20575",105,15,185,55,1,"TRUE","FALSE"
"20622",89,15,94,20,1,"TRUE","FALSE"
"20629",10,5,13,22,1,"FALSE","FALSE"
"20630",417,34,523,120,1,"TRUE","FALSE"
"20634",257,29,343,181,1,"TRUE","FALSE"
"20655",14,4,21,5,1,"FALSE","FALSE"
"20659",75,9,68,28,1,"TRUE","FALSE"
"20673",534,20,369,295,1,"TRUE","FALSE"
"20676",23,3,9,2,1,"FALSE","FALSE"
"20678",15,4,14,41,1,"FALSE","FALSE"
"20691",76,13,64,53,1,"FALSE","FALSE"
"20692",178,6,118,57,1,"TRUE","FALSE"
"20694",26,2,6,0,2,"FALSE","FALSE"
"20701",36,4,12,6,2,"TRUE","FALSE"
"20705",92,8,66,47,1,"FALSE","FALSE"
"20723",22,6,22,6,3,"FALSE","FALSE"
"20731",228,24,185,77,2,"TRUE","FALSE"
"20746",127,8,91,58,1,"TRUE","FALSE"
"20769",1072,12,729,260,2,"TRUE","TRUE"
"20770",695,11,62,26,1,"TRUE","FALSE"
"20787",840,15,97,22,15,"TRUE","FALSE"
"20802",11,5,5,2,1,"FALSE","FALSE"
"20803",12,5,5,1,1,"FALSE","FALSE"
"20810",26,9,13,9,1,"FALSE","FALSE"
"20811",42,10,21,9,4,"TRUE","FALSE"
"20825",197,9,80,30,9,"TRUE","FALSE"
"20829",26,3,13,3,2,"FALSE","TRUE"
"20830",1911,20,1348,521,2,"TRUE","TRUE"
"20834",182,3,27,3,2,"TRUE","FALSE"
"20835",15,3,8,5,1,"FALSE","FALSE"
"20837",11056,24,3945,335,1392,"TRUE","FALSE"
"20854",36,6,29,17,1,"FALSE","FALSE"
"20874",18,5,11,5,1,"FALSE","FALSE"
"20885",13,5,9,3,1,"FALSE","FALSE"
"20889",10,2,4,1,1,"FALSE","FALSE"
"20908",34,3,44,12,3,"TRUE","FALSE"
"20911",68,9,68,17,1,"TRUE","FALSE"
"20927",15,3,21,2,1,"FALSE","FALSE"
"20934",74,6,25,16,1,"TRUE","FALSE"
"20973",48,7,35,7,1,"TRUE","FALSE"
"20975",7,2,8,0,1,"FALSE","FALSE"
"20994",19,10,18,10,1,"FALSE","FALSE"
"21004",39,6,59,6,1,"TRUE","FALSE"
"21015",23,5,32,9,1,"FALSE","FALSE"
"21019",11,4,15,3,1,"FALSE","FALSE"
"21042",45,12,59,12,1,"TRUE","FALSE"
"21050",10,2,2,1,5,"FALSE","FALSE"
"21051",44,4,39,11,1,"FALSE","FALSE"
"21070",22,3,14,7,2,"FALSE","FALSE"
"21071",23,3,16,10,2,"FALSE","FALSE"
"21078",85,7,46,17,1,"TRUE","FALSE"
"21085",26,5,37,11,1,"FALSE","FALSE"
"21086",19,3,20,7,1,"FALSE","FALSE"
"21095",18,4,21,1,2,"FALSE","FALSE"
"21099",12,3,15,12,1,"FALSE","FALSE"
"21102",46,2,23,0,4,"FALSE","FALSE"
"21109",47,15,66,16,1,"TRUE","FALSE"
"21142",4,2,2,0,2,"FALSE","FALSE"
"21143",185,7,69,18,1,"TRUE","FALSE"
"21148",55,2,6,5,9,"TRUE","FALSE"
"21162",31,5,30,6,1,"FALSE","FALSE"
"21166",10,2,10,2,1,"FALSE","FALSE"
"21178",19,2,6,3,1,"FALSE","FALSE"
"21182",77,4,37,8,1,"TRUE","FALSE"
